username,review,rating,date,app,label,review_clean
Pengguna Google,"driver kebanyakan ga gerak ditunggu beberapa menit juga gaada balasan, tolong diberi kebijakan masalah ini.",1,2026-03-29 08:39:50,Gojek,negatif,banyak gerak tunggu menit gaada balas tolong bijak
Pengguna Google,"kenpa ya susah mencari pengemudi saat hujan, susah bangt, apalagi yang mobil ga ada yg mau ambil, di suruh nunggu 3-4 menit malah lebih dari 3-4 menit ga worth it",1,2026-04-10 10:19:37,Maxim,negatif,kenpa ya sulit cari kemudi hujan sulit bangt mobil ambil suruh nunggu menit menit worth it
Pengguna Google,Putar-putar cari driver pembayaran tunai,1,2026-03-30 15:07:36,Gojek,negatif,putarputar cari bayar tunai
Pengguna Google,lama bngt dpt driver nya,1,2026-04-02 12:21:55,Grab,negatif,banget dpt
Pengguna Google,"sering banget susah dapet driver, bahkan selalu ga dapet padahal udah lama banget nungguin. pake yang biasa atau hemat ga ada bedanya. yang disayangkan adalah di apk terlihat bahwa driver di sekitaran titik itu banyak, tapi ga ada satupun yang nerima.",1,2026-04-12 23:21:43,Gojek,negatif,banget sulit dapet dapet banget nungguin pake hemat beda sayang sekitar titik satu nerima
Pengguna Google,"selasa 07 april 2026. saya hari mau jemput anak saya pakai maxim saya order diterima, disuruh cancel karena pembayaran pakai walet pro begini terus ditolak. saya cancel lagi sampai 6x tetap diterima setelah tau bayar pake walet disruh cancel. sampai saya telat jemput anak saya. dan akun saya langsung tdk bisa masuk. minimal klu mau blokir. gnti dulu dana kita yg kita isi.",1,2026-04-07 07:31:23,Maxim,negatif,selasa april jemput anak pakai order terima suruh cancel bayar pakai walet pro tolak cancel terima tau bayar pake walet disruh cancel telat jemput anak akun langsung masuk minimal klu blokir gnti dana isi
Pengguna Google,sekarang susah driver,1,2026-04-02 13:23:53,Grab,negatif,sulit
Pengguna Google,"kalau outlet udh tutup jgn di Adain lagi di apk, kasian drivernya, di outlet di terima orderan tapi outlet nya udh tutup dari grab ga bisa di cancel ampunnnn",2,2026-04-12 02:31:58,Grab,negatif,outlet tutup jgn adain kasi drivernya outlet terima order outlet tutup cancel ampunnnn
Pengguna Google,"susah banget dapat driver, mau ride atau food, jangan alasan tarif murah, mau bayar tarif yg mahal pun pada ga mau ambil, padahal di map nya banyak. alasannya jarak juga masih masuk akal, orang kotanya ga sebesar jakarta. beralih sebelah app aja",1,2026-03-29 11:43:42,Gojek,negatif,sulit banget ride food alas tarif murah bayar tarif mahal ambil map alas jarak masuk akal orang kota jakarta alih belah
Pengguna Google,bisa kagak sih di benerin untuk verifikasi muka gelap mulu padahal foto dah terang,1,2026-04-10 01:51:56,Gojek,negatif,kagak benerin verifikasi muka gelap mulu foto terang
Pengguna Google,tidak pernah mendapatkan penyelesaian.,1,2026-04-11 10:19:47,Gojek,negatif,selesai
Pengguna Google,"Harga ga sesuai di aplikasi, drivernya malah minta tambahan ongkos jujur pertama kali pake agak nyesel yg dari harga 62rb ( sdh termasuk ongkir ) malah drivernya minta tambahan ongkir alhasil bayarnya 115rb, jujur mau nolak takut di apa apain pas di temuin, malah drivernya bahas ongkir pas sudah pengantaran lagi",1,2026-04-11 12:46:36,Grab,negatif,harga sesuai aplikasi drivernya tambah ongkos jujur kali pake nyesel harga rb ongkir drivernya tambah ongkir alhasil bayar rb jujur nolak takut apain pas temuin drivernya bahas ongkir pas antar
Pengguna Google,"susah dapat driver,, sekali nya dpat eh malah di cancel,,gajelas bgt",1,2026-04-12 09:07:54,Maxim,negatif,sulit dpat eh cancelgajelas banget
Evan Saladin,kpd yth manajemen gojek saya ini tiap mau pesen gofood kenapa selalu susah cari driver ya mohon di perbaiki sistemnya,1,2026-03-25 14:16:25,Gojek,negatif,kpd yth manajemen sen gofood sulit cari ya mohon baik sistem
Pengguna Google,semakin ke sini mencari gocar semakin sulit ntah kenapa padahal saya selalu ngasih tip kakau drivernya baik selalu nunggu di depan kalau driver udh dekat. kecewa sih,1,2026-03-29 14:48:17,Gojek,negatif,cari gocar sulit ntah ngasih tip kakau drivernya nunggu kecewa
Pengguna Google,makin sini makin sini susah mau nyelesain orderan awal awal satset enak aman aman aja sekarang nyusahin,1,2026-04-13 10:03:13,Grab,negatif,sulit nyelesain order satset enak aman aman nyusahin
Pengguna Google,"driver pilih-pilih, selalu bertambah mahal, driver mudah nge cancel tanpa bilang",2,2026-04-03 13:30:23,Gojek,negatif,pilihpilih tambah mahal mudah nge cancel bilang
Pengguna Google,sumpah ya lama banget ambil nya driver nya padahal banyak plis deh apa lagi jam jam rawan kaya gini pasti pengen banget beli makanan tapi driver nya lama banget konfir nya,2,2026-03-25 17:19:49,Grab,negatif,sumpah ya banget ambil plis jam jam rawan kaya gin ken banget beli makan banget konfir
Pengguna Google,gak bsa login selalu bermasalah,1,2026-04-17 14:11:46,Maxim,negatif,login masalah
Kintan Defi,"min, tolong dong supir drivernya tegorin. yang bener aja. kalau emang gk mau ambil orderan kan bilang dari tadi. gua tungguin 1 jam malah jalan2 tapi muter2 gk jelas. kan buang2 waktu gua, udah tau bapak gua lagi sakit. gk ngotak sumpah",1,2026-03-28 06:27:32,Gojek,negatif,min tolong supir drivernya tegorin bener emang ambil order bilang gua tungguin jam jalan muter buang gua tau gua sakit ngotak sumpah
Pengguna Google,"saya penumpang setia grab dari dulu. Tapi sekarang performa grab memburuk, Sekarang cari pengemudinya susah, di aplikasi di kasih yg drivernya jauh-jauh. sangat buang waktu, saya bisa menunggu driver sampai 18 menit. sudah menunggu lama namun driver juga mengeluh tidak mau ambil karna harga nya tidak sesuai. tolong di tinjau kembali yah grab biar penumpang dan driver sama-sama nyaman",2,2026-03-30 00:54:58,Grab,negatif,tumpang setia performa buruk cari mud sulit aplikasi kasih drivernya jauhjauh buang tunggu menit tunggu keluh ambil harga sesuai tolong tinjau yah biar tumpang samasama nyaman
Pengguna Google,"kasian driver sekarang jemput orderan ya jauh jauh, tolong perbaiki lagi sistem ya",1,2026-03-31 05:51:52,Grab,negatif,kasi jemput order ya tolong baik sistem ya
Pengguna Google,"saya uninstal grab krna trauma banget. 1. Order nunggu lama driver dtg nyampek didepan muka malah di cancel pas baru berdiri. 2.liat driver2 grab di jalan sudah kayak valentino rosi semua alias ngebut2. 3.ini yg bikin Gong,driver saya hampir bikin saya serangan jantung dan kalau saya kurang beruntung mungkin kecelakaan,dan akhirnya saya memilih berhenti dan bayar sebelum nyampek di tempat tujuan,agar saya tetap waras. astagaaaaa!!! masih banyak aplikasi ojol yg lebih murah gesssas,seriussss",1,2026-04-17 13:18:12,Grab,negatif,uninstal krna trauma banget order nunggu nyampek depan muka cancel pas diri liat jalan kayak valentino ros alias ngebut bikin gongdriver bikin serang jantung untung kecelakaandan pilih henti bayar nyampek tujuanagar waras astagaaaaa aplikasi ojol murah gesssasseriussss
Pengguna Google,"makin kesini gojek susah banget dapet driver nya, sekalinya dpt malah jauh. mencari-cari driver padahal dititik terdekat banyak, TPI gak ada driver yg mau ambil. jadi males",2,2026-04-02 15:55:40,Gojek,negatif,kesini sulit banget dapet sekali dpt mencaricari titik dekat tpi ambil males
Pengguna Google,ga bisa login pa waktu di prluin,1,2026-04-14 18:22:12,Maxim,negatif,login pa prluin
Pengguna Google,pesan ayam geprek yg dtg ayam kentaki mana driver dan motor beda dgn aplikasi lh.. merauke,1,2026-04-22 03:03:30,Maxim,negatif,pesan ayam geprek ayam kentaki motor beda aplikasi lh merauke
Pengguna Google,dikit² upgrade males bgt njir,2,2026-04-03 03:42:47,Grab,negatif,dikit upgrade males banget njir
Pengguna Google,apk jelel,1,2026-04-01 12:30:53,Gojek,negatif,jel
Pengguna Google,mau pickup gocar sekarang lama bgt sampenya,1,2026-03-28 09:07:20,Gojek,negatif,pickup gocar banget sampenya
Pengguna Google,"sama aja kayak gojek, banyak driver di sekitar tapi gada yang nyantol.",1,2026-03-25 12:22:27,Grab,negatif,kayak gada nyantol
Pengguna Google,"aplikasi sampah, sering buat orang kena orderan fiktif kasian bgt habis 300rban orderan fiktif",1,2026-04-22 05:23:53,Maxim,negatif,aplikasi sampah orang kena order fiktif kasi banget habis rban order fiktif
Pengguna Google,driver nya pada dekil2 cuma pake kolor.apalagi yg mobil nya kaleng sarden sigra calya.,1,2026-03-23 06:26:57,Grab,negatif,dekil pake kolorapalagi mobil kaleng sarden sigra calya
Pengguna Google,punya grab gift gak tau cara pakainya,1,2026-03-31 04:29:11,Grab,negatif,gift tau pakai
Pengguna Google,udh lapar laparnya malah di cancel order gjls bgt,1,2026-03-23 05:34:27,Grab,negatif,lapar lapar cancel order gjls banget
Pengguna Google,30 menit nyari pickup baju aja gak ada yang ngambil iya rush hour tapi itu gojek pagi banyak ngapain ngebit kalau gak mau ngambil,1,2026-04-14 03:28:36,Gojek,negatif,menit nyari pickup baju ngambil iya rush hour pagi ngapain ngebit ngambil
Pengguna Google,tidak solutif,1,2026-03-23 15:47:43,Grab,negatif,solutif
Pengguna Google,update mulu tpi kyk tdk ada perubahan.,2,2026-04-17 14:03:48,Maxim,negatif,update mulu tpi kyk ubah
Pengguna Google,"Grab bangst 3jam kami nunggu kamk sudah kelaparan, ajg gw pesen lagi malah tambah lama kntl sia sia waktu gw, demi tuhan ga akan gw pake lagi ni grab, aku haram kan keluarga ku memakai grab, fk you",1,2026-03-31 15:52:09,Grab,negatif,bangst jam nunggu kamk lapar ajg sen kntl sia sia tuhan pake ni haram keluarga ku pakai fk you
Pengguna Google,"udah minim diskon, jd lebih mahal dr toko sebelah...uninstall deh, udh jarangpake jg...",2,2026-04-08 13:42:36,Grab,negatif,minim diskon jd mahal toko sebelahuninstall jarangpake
Pengguna Google,tidak bisa ganti metode pembayaran,1,2026-04-01 12:15:31,Gojek,negatif,ganti metode bayar
Pengguna Google,"Barusan dapet driver yg nganter makanan tapi sangat tidak sopan...baru kali ini dapet driver kaya gitu ..lokasi saya titiknya tidak akurat ada mungkin lebih 50 mter dari titik tersebut dan saya sudah chat drivernya eh malah tidak dibaca...gak lama nyampe depan rumah sambil klakson2 motor bbrpa kali lalu ngobrol ketus banget ,kenapa titiknya tidak akurat? saya jelaskan memang dari aplikasinya tidak bisa ,eh dia malah ngambek padahal kalo driver lain biasanya nelpon dulu atau chat dulu ..",2,2026-04-21 14:51:24,Grab,negatif,barusan dapet nganter makan sopanbaru kali dapet kaya gitu lokasi titik akurat mter titik chat drivernya eh dibacagak nyampe rumah klakson motor bbrpa kali ngobrol ketus banget titik akurat aplikasi eh ngambek kalo nelpon chat
Pengguna Google,"tolong banget saya pengguna maxim dari lama ,dan tolong di perbaiki waktu yang digunaka dalam aplikasi, cth waktu tungggu lima menit, ternyata datangnya lebih dari waktu yg diperkirakan, malahan molor banget waktunya. kalau bisa drivernya taati aturan dapat pengalaman bad bgt dr driver ,tidak mementingkan keselamatan di jalan raya tmbah tidak di kasi helm . tolong bagi maxim drivernya di ajaarkan aturan sebagaimana mestinya kalau mengambil penumpang.",1,2026-04-17 09:09:05,Maxim,negatif,tolong banget guna tolong baik digunaka aplikasi cth tungggu menit datang molor banget drivernya taat atur alam bad banget penting selamat jalan raya tmbah kasi helm tolong drivernya ajaarkan atur mesti ambil tumpang
Pengguna Google,lama padahal pesanan prioritas,1,2026-03-23 10:05:33,Grab,negatif,pesan prioritas
Pengguna Google,"kalo dari bandara soeta terminal 2, ga ada yang mau ambil",1,2026-04-16 10:38:34,Grab,negatif,kalo bandara soeta terminal ambil
Pengguna Google,semakin kesni aplikasi ini semakin aneh drver bnyak susah bnr ambil orderan padahal ga pernah gw pake orderan fiktiv kalo sudah g mampu dan g ada driver ttp aja aplikasi nya.. dan ini terakhir saya pake gojek mulai skrng ganti aplikasi lain,1,2026-04-01 17:33:33,Gojek,negatif,kesni aplikasi aneh drver bnyak sulit bnr ambil order pake order fiktiv kalo aplikasi pake skrng ganti aplikasi
Pengguna Google,"susah mendapatkan driver, saya kesulittan untuk berangkat atau pepergian, karna tidak ada driver yang mengambil orderan",1,2026-03-31 11:34:46,Gojek,negatif,sulit kesulittan berangkat pergi ambil order
Pengguna Google,tarif terlalu murah.. 👎👎👎,1,2026-04-05 12:27:56,Maxim,negatif,tarif murah 
Pengguna Google,tolong lah gojek jangan rakus akhir akhir ini driver jadi makin jauh dapet lokasi saya tau maksud fitur yang baru yang tambah 3000 untuk cari driver lokasi dekat tapi bukan begini,1,2026-03-30 23:05:35,Gojek,negatif,tolong rakus dapet lokasi tau maksud fitur cari lokasi
Pengguna Google,"udah nunggu lama, driver ga dpt"" sekalinya dpt langsung dincancel, punya driver milih"" pada nolak rejeki, prioritas ataupun express ga ada gunanya kyk sama aja dengan biasa, memesan makan hampir 3 jam drivernya pada ngecancle ada masalah apa sii gojek dan gofood",1,2026-04-05 16:26:24,Gojek,negatif,nunggu dpt sekali dpt langsung dincancel milih nolak rejeki prioritas express guna kyk mes makan jam drivernya ngecancle sii gofood
Pengguna Google,aplikasi kalian ini sangat mengesalkan. pesan grabfood tidak bisa cancel.,2,2026-04-02 12:49:12,Grab,negatif,aplikasi kesal pesan grabfood cancel
Pengguna Google,sering gak dapet driver waktu gofood,2,2026-03-28 12:01:21,Gojek,negatif,dapet gofood
Pengguna Google,"sekarang makin susah nyari driver, jelek pemcariannyq padahal disekitar lokasi banyak, diperbaiki lah",2,2026-03-30 12:29:27,Gojek,negatif,sulit nyari buruk pemcariannyq sekitar lokasi baik
Pengguna Google,"Ada apa dengan GO-JEK, aku dari tadi pesan GO-MART gagal terus ga dapet driver, sekalinya dapet malah di tolak. Padahal selama menggunakan GO-JEK ga pernah ada kendala sama sekali, baru kali ini dapet kendala saat mesan GO-MART, biasanya juga ga kenapa-napa, tolong di tingkatkan lagi.",1,2026-04-01 09:37:24,Gojek,negatif,pesan gomart gagal dapet sekali dapet tolak kendala kali dapet kendala mesan gomart kenapanapa tolong tingkat
Pengguna Google,ga bgus,1,2026-04-11 11:02:26,Grab,negatif,bgus
Pengguna Google,aplikasi t0lol daftar ga bisa cari driver susah aplikasi suka eror tolong diperbaiki dong ini ga becus amat bikin aplikasi,1,2026-03-24 13:03:24,Grab,negatif,aplikasi tlol daftar cari sulit aplikasi suka error tolong baik becus bikin aplikasi
Pengguna Google,Drivernya suka batalin order,1,2026-04-01 17:57:05,Gojek,negatif,drivernya suka batalin order
Pengguna Google,klaim kecelakaan nya bertele²..,1,2026-04-17 02:25:18,Gojek,negatif,klaim celaka tele
Pengguna Google,pas mau log in ada codenya tapi ga dikasih kasih saya ulang berkali kali,1,2026-04-09 07:34:54,Maxim,negatif,pas log in codenya kasih kasih ulang kali kali
Pengguna Google,udah langganan plus pun ongkir ga gratis untuk makanan,1,2026-04-14 07:08:53,Grab,negatif,langgan plus ongkir gratis makan
Rizki Kuntul,jangan pakai gopay lagi.aplikasi paling buruk.setelah pembayaran lewat qris akun di blokir dan saldo gopay di bekukan!!!!!!!!!!,1,2026-03-25 17:37:50,Gojek,negatif,pakai gopay lagiaplikasi buruksetelah bayar qris akun blokir saldo gopay beku
Pengguna Google,sebenarnya mah ongkir nya mahal banget di bandingkan harga beli nya,2,2026-04-04 12:12:26,Gojek,negatif,mah ongkir mahal banget banding harga beli
Pengguna Google,"aplikasi ga jelas, order makanan dari jam 8 pakai kartu debet, sampai jam 11 ga datang datang terus waktu di batalin uang ga kembali, ditunggu sampai 1 minggu lebih masih aja saldo ga kembali, mending benerin dulu sistem cacad lu",1,2026-04-07 12:36:59,Grab,negatif,aplikasi order makan jam pakai kartu debet jam batalin uang tunggu minggu saldo mending benerin sistem cacad
Pengguna Google,"mengecewakan! re connect mulukkkk,gak bisa munculin lokasi juga,kacauuuuuuu",1,2026-04-03 14:33:40,Gojek,negatif,kecewa re connect mulukkkkgak munculin lokasi jugakacauuuuuuu
Pengguna Google,serius sekarang harus pakai ovo ??,1,2026-03-28 13:31:25,Grab,negatif,serius pakai ovo
Pengguna Google,"Sulit cari ojeknya, banyak pilih pilih customer, bubarin aja biar pada nganggur lagi itu tukang ojek",1,2026-03-31 23:19:18,Grab,negatif,sulit cari ojek pilih pilih customer bubarin biar nganggur tukang
Pengguna Google,"Janganlah serakah. kau mark up harga makanan, kau ambil jg dr seller, dr buyer & dr driver. Ingatlah ojol2 lokal mulai bermunculan, mrk cm bayar driver aja.",2,2026-04-05 08:09:46,Grab,negatif,serakah kau mark up harga makan kau ambil seller buyer ingat ojol lokal muncul cm bayar
Pengguna Google,"top up jam brp, masuk saldonya jam brp.tolong perbaiki yg kaya gini",2,2026-04-21 14:53:58,Maxim,negatif,top up jam brp masuk saldo jam brptolong baik kaya gin
Pengguna Google,udah jelek sekarang aplikasi kl pesen makan lama anternya,1,2026-04-15 13:42:33,Grab,negatif,buruk aplikasi sen makan anter
Pengguna Google,SUSAH DPT DRIVER KDNG SAAT² HEPTIC GK ADA YG MAU TERIMA ORDERAN! HPUS AJ APK NY,1,2026-04-18 08:38:51,Gojek,negatif,sulit dpt kdng saat heptic terima order hpus ny
Pengguna Google,jelek banget malam dikit susah dapat driver norak,1,2026-03-31 16:22:08,Gojek,negatif,buruk banget malam dikit sulit norak
Pengguna Google,"Kualitas Pelayanan sangat buruk Kalau harga mahal baru dapat driver,itupun lama",1,2026-04-02 14:16:01,Gojek,negatif,kualitas layan buruk harga mahal driveritupun
Pengguna Google,"tolong banget saya pengguna maxim dari lama ,dan tolong di perbaiki waktu yang digunaka dalam aplikasi, cth waktu tungggu lima menit, ternyata datangnya lebih dari waktu yg diperkirakan, malahan molor banget waktunya. kalau bisa drivernya taati aturan dapat pengalaman bad bgt dr driver ,tidak mementingkan keselamatan di jalan raya tmbah tidak di kasi helm . tolong bagi maxim drivernya di ajaarkan aturan sebagaimana mestinya kalau mengambil penumpang.",1,2026-04-17 09:09:05,Maxim,negatif,tolong banget guna tolong baik digunaka aplikasi cth tungggu menit datang molor banget drivernya taat atur alam bad banget penting selamat jalan raya tmbah kasi helm tolong drivernya ajaarkan atur mesti ambil tumpang
Pengguna Google,susah cari driver nya,1,2026-03-30 11:50:06,Grab,negatif,sulit cari
Pengguna Google,"mau masuk aja susah,padahal udh pernah pke aplikasinya",2,2026-04-11 05:17:35,Maxim,negatif,masuk susahpadahal pke aplikasi
Pengguna Google,"sudah lama menunggu pesanan makanan malah dibatalkan, kalau memang tidak bisa tinggal batalkan dari awal jir",1,2026-03-23 11:35:33,Grab,negatif,tunggu pesan makan batal tinggal batal jir
Pengguna Google,"perbaiki penanganan keluhan dan permintaan tolong konsumen dengan segera itu guna live agent atau costume servis manusia kami kami konsumen manusia bukan robot, jika dari tim aplikasi saja sudah makin kacau gimana para driver tidak mau bertindak seenaknya terhadap kenyamanan konsumen, semakin brutal , merugikan n mencemarkan nama baik konsumen",1,2026-03-25 03:26:27,Grab,negatif,baik tangan keluh minta tolong konsumen live agent costume servis manusia konsumen manusia robot tim aplikasi kacau gimana tindak nyaman konsumen brutal rugi cemar nama konsumen
Pengguna Google,"kecewa ,jarak dekat Maxim mobil ga ada yg mau ambil ,udh mau 20 menit ga ada yg ambil ,padahal jarak cuman 800 meter 12ribu",1,2026-04-05 03:01:36,Maxim,negatif,kecewa jarak mobil ambil menit ambil jarak cuman meter ribu
Pengguna Google,kek nya udah 2 tahun nih mode gelap gak kelar kelar 🤣,2,2026-04-09 16:18:08,Gojek,negatif,kek nih mode gelap kelar kelar
Pengguna Google,"kalo nerima driver attitude nya di liat jgn manusia sok preman jadiin driver.. pelanggan dan resto merasa tidak di hargai karna driver kurang attitude nya.. berbagai alesan karna jauh lah ambil nya , karna kejar target tapi suka cancel oderan , atau pengen nya datang langsung ambil. tolong di benahi lagi buat orang di kantor gojek buat driver di lapangan nya..",1,2026-04-13 11:41:03,Gojek,negatif,kalo nerima attitude liat jgn manusia sok preman jadiin langgan resto harga attitude alesan ambil kejar target suka cancel oderan ken langsung ambil tolong benah orang kantor lapang
Pengguna Google,ongkirnya jadi mahal bgt,1,2026-03-21 09:28:26,Grab,negatif,ongkirnya mahal banget
Pengguna Google,anehh padahal ga pake ongkir hemat pun dapet drivernya susah bgttt bisa sampe 2 jam 😭,2,2026-03-31 17:03:02,Gojek,negatif,anehh pake ongkir hemat dapet drivernya sulit bgttt sampe jam
Pengguna Google,"sama aja kayak gojek, banyak driver di sekitar tapi gada yang nyantol.",1,2026-03-25 12:22:27,Grab,negatif,kayak gada nyantol
Pengguna Google,"ini pacar saya naik grab, posisi sudah di cancel berkali kali sama grab bikenya. terus dia dapat lah 1 grab bike, pas di tanya ada helm atau enggak dijawab enggak lalu pas ditanya mantel atau enggak dijawab juga enggak. lalu teman saya inisiatif buat bantu nyari helm lah ke sekitar pas sudah dapat helm malah grab bike yang datang tadi ambil penumpang lain dan ninggalin temen saya di lokasi penjemputan. mohon ditindak lanjuti drivernya sampah",1,2026-03-15 17:12:23,Grab,negatif,pacar posisi cancel kali kali bikenya bike pas helm pas mantel teman inisiatif bantu nyari helm pas helm bike ambil tumpang ninggalin temen lokasi jemput mohon tindak lanjut drivernya sampah
Pengguna Google,YANG INSTAL APLIKASI INI TIPE ORANG PELIT,1,2026-03-19 08:23:33,Grab,negatif,instal aplikasi tipe orang pelit
Pengguna Google,aplikasi t0lol daftar ga bisa cari driver susah aplikasi suka eror tolong diperbaiki dong ini ga becus amat bikin aplikasi,1,2026-03-24 13:03:24,Grab,negatif,aplikasi tlol daftar cari sulit aplikasi suka error tolong baik becus bikin aplikasi
Pengguna Google,"aplikasi tidak bisa membantu, sy download gopay plus selalu ditolak trus 😡😡😡😡😡😡😡",1,2026-04-19 02:58:43,Gojek,negatif,aplikasi bantu download gopay plus tolak trus 
Pengguna Google,"pelayanan respon barang saya tidak ada atau tidak cepat ,barang saya ketinggal di dalam mobil driver ,driver nya enggak tanggung jawab , sedangkan barang nya itu obat""an saya",1,2026-04-08 05:54:05,Gojek,negatif,layan respon barang cepat barang tinggal mobil tanggung barang obat
Pengguna Google,Aplikasi bodoh. Maps nya Grab tidak mau ngikuti titik jemput yang konsumen mau. Dia pikir Motor gak bisa masuk ke jalan jalan di dalam pemakaman. Konsumen disuruh jalan jauh banget ke pintu masuk makam. Driver gak bisa jemput jauh ke dalam karna Maps nya Grab bodoh,1,2026-04-11 05:09:43,Grab,negatif,aplikasi bodoh maps ngikuti titik jemput konsumen pikir motor masuk jalan jalan makam konsumen suruh jalan banget pintu masuk makam jemput maps bodoh
Pengguna Google,harga nya tiba-tiba naik padahal pas mesen 12.500 saat sampai di lokasi berubah jadi 21.000 dan uda dua kali terjadi seperti ini pernah juga saya mesen saat mau makan gacoan jaraknya hanya 1.8km dari rumah saya pesen yang harga 10.000 tiba tiba pas nyampek jadi 20.000aneh banget. jujur kecewa banget kok bisa gitu,1,2026-04-01 23:19:40,Grab,negatif,harga tibatiba pas mesen lokasi ubah uda kali mesen makan gaco jarak rumah sen harga pas nyampek aneh banget jujur kecewa banget gitu
Pengguna Google,"saldo dikurangin pas ngisi saldo lagi,padahal dulu gk pernah,trsss tiba² gk bisa gunain wallet maxim kata nya ada pemblokiran",2,2026-04-07 03:51:13,Maxim,negatif,saldo rangin pas ngisi saldo lagipadahal pernahtrsss tiba gunain wallet blokir
Pengguna Google,makin songong,1,2026-04-21 23:03:32,Gojek,negatif,songong
Pengguna Google,"ini gimana sih, saya lg mesen ojek dah diorder tbtb suruh login, jadinya kan pindah ke cash, mana saya lg ga megang cash lagi. trus pas saya mau login hrs ada kode dr sms tp ga ke kirim-kirim bilangnya 'eror yg tidak diketahui'. mohon diperbaiki segera ya 🙏",1,2026-04-23 09:19:17,Maxim,negatif,gimana mesen order tbtb suruh login pindah cash megang cash trus pas login kode sms kirimkirim bilang error mohon baik ya
Pengguna Google,"Kecewa gara2 oknum driver yg ga punya sopan santun, saya mau berangkat kerja masuk jam 07.00 pagi, dapet driver ga punya etika, udah ditungguin ga gerak2, pas di chat minta agak cepet malah ngatain, tolong di tindak lah oknum2 seperti ini",1,2026-04-12 00:00:48,Grab,negatif,kecewa gara oknum sopan santun berangkat kerja masuk jam pagi dapet etika ditungguin gerak pas chat cepet ngatain tolong tindak oknum
Pengguna Google,sulit menemukan driver,1,2026-03-31 15:08:26,Grab,negatif,sulit temu
Pengguna Google,"Aplikasi JELEK, saya pengguna lama transaksi selalu pake gopay sedangkan mau pengajuan gopay Pinjam daro Awal daftar selalu ditolak. cari keuntungan sendiri",1,2026-04-11 22:19:23,Gojek,negatif,aplikasi buruk guna transaksi pake gopay aju gopay pinjam daro daftar tolak cari untung
Pengguna Google,blm puas banyakan lelet ngaco,1,2026-04-06 11:19:31,Gojek,negatif,puas banyak lambat ngaco
Pengguna Google,"Selama 10 Tahun Pake Gojek, Baru Sebulan ini merasa SANGAT KECEWA. 1. Argo Selangit tapi buat dapet Driver Lamanya minta ampun; sekalinya dapet Jauh, nunggu lagi; 2. Order Gofood juga susah buat dapet driver, harus nunggu 30-45 menit baru bisa cancel.. Itupun belum tentu dapet driver. Sekalinya dapet, mesti nunggu lagi makanan untuk dibuat; 3. Dari dulu kalo Hujan Lelet. Gojek Gak Menghargai Customer kalo begini caranya!!",1,2026-03-30 15:43:20,Gojek,negatif,pake bulan kecewa argo langit dapet ampun sekali dapet nunggu order gofood sulit dapet nunggu menit cancel itu dapet sekali dapet mesti nunggu makan kalo hujan lambat harga customer kalo
Pengguna Google,entahlah kalo mulai mendung para driver pilih2 penumpang,1,2026-03-31 09:10:05,Gojek,negatif,kalo mendung pilih tumpang
Pengguna Google,kadang kala ga dapat driver harus nunggu sampai 55 menit. itu waktu yg sangat lama dan tidak bisa cancel pesanan sampai 55 menit,1,2026-04-09 12:44:24,Gojek,negatif,kadang nunggu menit cancel pesan menit
Pengguna Google,"baru aja mau naik go car yang prioritas malah di batalin nih nomer plat mobil nya B1620ERM dan nama nya R. RINALDI AFRIYANTO Toyota Calya silver metalik, tolong di usahakan jangan begini lagi",1,2026-03-29 01:20:54,Gojek,negatif,go car prioritas batalin nih nomer plat mobil berm nama rinaldi afriyanto toyota calya silver metalik tolong usaha
Pengguna Google,"pick up instant lama, dan drivernya banyak yang idiot",1,2026-04-02 08:22:56,Gojek,negatif,pick up instant drivernya idiot
Pengguna Google,"makin hari makin susah dapat driver, mana markup harga tinggi",2,2026-03-30 14:29:23,Gojek,negatif,sulit markup harga
Pengguna Google,"tolong diperbaiki apknya karna sedikit lemot, saya pake ke hap lain masa masih aja lemot... waktu sedang mencari driver masih proses tapi driver udah datang & parahnya lagi driver ada 2 padahal saya cuma pesen 1x... kasian drivernya karna salah satu harus ngalah",2,2026-04-22 13:08:31,Maxim,negatif,tolong baik apknya lambat pake hap lambat cari proses parah sen kasi drivernya salah ngalah
Pengguna Google,percuma ada aplikasi susah cari driver,1,2026-04-03 15:48:05,Gojek,negatif,aplikasi sulit cari
Pengguna Google,"udah berkali kali pesen makanan hasilnya g memuaskan, terakhir pembayaran langsung bayar pake ovo org yg nganterin cman chat doank g nelpon sehingga saya g ngeh, dianya main pengiriman selesai aja barang blm sampe, saldo saya berkurang",1,2026-04-05 20:31:31,Grab,negatif,kali kali sen makan hasil muas bayar langsung bayar pake ovo org nganterin cman chat nelpon ngeh dia main kirim selesai barang sampe saldo kurang
Pengguna Google,Buat driver. Kalo dpt orderan jangan di cancel trus. Jangan maunya cuma yg dket2 aja. Yg jauh ambil. Lemah lw jd driver !! kalo ujan driver susah. besok2 tutup aja gojek kalo maunya musim panas aja,1,2026-04-11 13:13:25,Gojek,negatif,kalo dpt order cancel trus mau dket ambil lemah lw jd kalo ujan sulit besok tutup kalo mau musim panas
Pengguna Google,lama nyari driver nya di cancel Mulu sok iya bgt,1,2026-04-05 08:56:58,Gojek,negatif,nyari cancel mulu sok iya banget
